title,combine_feature
return to never land,animation harriet owen blayne weaver jeff bennett robin budd adventure fantasy animation2 0 0 226 . 1
selma,alabama martin luther king president david oyelowo tom wilkinson carmen ejogo ava duvernay history drama2 0 1 41 27 . 4
the jungle book 2,river musical tiger john goodman haley joel osment mae whitman steve trenbirth family animation adventure2 0 0 325 . 6
boogeyman,nightmare hallucination childhood trauma emily deschanel barry watson skye mccole bartusiak stephen t. kay thriller horror drama2 0 0 524 . 6
premonition,deja vu dying and death time travel sandra bullock julian mcmahon courtney taylor burness mennan yapo thriller drama mystery2 0 0 725 . 8
the tigger movie,owl donkey tiger jim cummings nikita hopkins ken sansom jun falkenstein animation family2 0 0 026 . 3
orphan,nun deaf-mute orphan vera farmiga peter sarsgaard isabelle fuhrman jaume collet-serra horror thriller mystery2 0 0 976 . 7
max,afghanistan war based on true story thomas haden church josh wiggins lauren graham boaz yakin adventure drama family2 0 1 566 . 8
epic movie,kal penn adam campbell jennifer coolidge jason friedberg action adventure comedy2 0 0 713 . 2
spotlight,child abuse journalism judge mark ruffalo michael keaton rachel mcadams tom mccarthy drama thriller history2 0 1 51 17 . 8
lakeview terrace,vandalism harassment neighbor samuel l. jackson patrick wilson kerry washington neil labute drama crime thriller2 0 0 895 . 9
the grudge 2,remake little boy curse sarah michelle gellar amber tamblyn edison chen takashi shimizu horror thriller2 0 0 61 05 . 2
how stella got her groove back,black people age difference jamaica angela bassett taye diggs whoopi goldberg kevin rodney sullivan comedy drama romance1 9 9 886 . 0
bill & ted's bogus journey,future dying and death heaven keanu reeves alex winter george carlin peter hewitt adventure comedy family1 9 9 175 . 9
man of the year,usa president presidential election comedian robin williams christopher walken laura linney barry levinson comedy drama romance2 0 0 61 05 . 8
the black hole,killer robot space marine ghost ship maximilian schell anthony perkins robert forster gary nelson adventure family science fiction1 9 7 91 26 . 1
the american,prostitute sweden suspense george clooney violante placido thekla reuten anton corbijn crime drama thriller2 0 1 085 . 8
selena,musical tejano elopement jennifer lopez edward james olmos constance marie gregory nava drama1 9 9 737 . 0
vampires suck,vampire high school prom chris riggi matt lanter jenn proske jason friedberg horror comedy2 0 1 084 . 2
babel,terror loss of mother gun brad pitt cate blanchett gael garcía bernal alejandro gonzález iñárritu drama2 0 0 696 . 9
this is where i leave you,based on novel funeral dysfunctional family jason bateman tina fey adam driver shawn levy drama comedy2 0 1 496 . 5
doubt,sexual abuse boy wine meryl streep philip seymour hoffman amy adams john patrick shanley drama mystery2 0 0 81 17 . 0
team america: world police,paris france cairo trey parker matt stone kristen miller trey parker music adventure animation2 0 0 41 06 . 6
texas chainsaw 3d,sequel gore leatherface alexandra daddario dan yeager bill moseley john luessenhop horror thriller2 0 1 315 . 3
copycat,police brutality psychology police operation sigourney weaver holly hunter will patton jon amiel drama thriller1 9 9 51 06 . 4
scary movie 5,sequel parody spoof simon rex ashley tisdale charlie sheen malcolm d. lee comedy2 0 1 344 . 6
paint your wagon,mining prospector lee marvin clint eastwood jean seberg joshua logan drama action comedy1 9 6 91 06 . 2
milk,gay san francisco homophobia sean penn emile hirsch james franco gus van sant history drama2 0 0 81 17 . 1
risen,christianity jesus christ apostle tom felton cliff curtis joseph fiennes kevin reynolds action2 0 1 625 . 7
ghost ship,cruise pilot ghost ship gabriel byrne julianna margulies desmond harrington steve beck horror mystery thriller2 0 0 21 05 . 3
a very harold & kumar christmas,holiday indian lead beer neil patrick harris john cho elias koteas todd strauss-schulson comedy2 0 1 11 16 . 0
wild things,upper class poison sailboat matt dillon kevin bacon denise richards john mcnaughton crime drama mystery1 9 9 836 . 3
the stepfather,step father remake dylan walsh sela ward penn badgley nelson mccormick horror thriller mystery2 0 0 91 05 . 4
the debt,beach mossad secret agent helen mirren ciarán hinds tom wilkinson john madden drama thriller2 0 1 046 . 3
high fidelity,chicago music record rock and roll john cusack iben hjejle todd louiso stephen frears comedy drama romance2 0 0 037 . 0
one missed call,candy loss of sister mobile phone shannyn sossamon edward burns ana claudia talancón eric valette horror mystery thriller2 0 0 814 . 7
eye for an eye,rape gun self-defense sally field kiefer sutherland ed harris john schlesinger drama thriller1 9 9 615 . 8
the bank job,infidelity subway car dealer jason statham saffron burrows stephen campbell moore roger donaldson thriller crime drama2 0 0 826 . 6
eternal sunshine of the spotless mind,deja vu regret jealousy jim carrey kate winslet kirsten dunst michel gondry science fiction drama romance2 0 0 437 . 9
you again,brother sister relationship marriage bully kristen bell sigourney weaver betty white andy fickman comedy romance2 0 1 096 . 0
street kings,police los angeles keanu reeves forest whitaker chris evans david ayer action crime drama2 0 0 846 . 3
the world's end,end of the world apocalypse trilogy simon pegg nick frost martin freeman edgar wright comedy action science fiction2 0 1 376 . 7
nancy drew,california detective based on novel emma roberts josh flitter max thieriot andrew fleming action adventure crime2 0 0 765 . 8
daybreakers,female nudity sunrise waitress ethan hawke sam neill willem dafoe michael spierig fantasy horror action2 0 0 916 . 0
she's out of my league,confidence romantic comedy dating alice eve jay baruchel mike vogel jim field smith comedy romance2 0 1 035 . 9
monte carlo,monte carlo mistaken identity look-alike selena gomez katie cassidy cory monteith thomas bezucha adventure comedy romance2 0 1 176 . 0
stay alive,video game hacker virtual reality jon foster samaire armstrong frankie muniz william brent bell horror thriller2 0 0 635 . 3
quigley down under,australian chase tom selleck laura san giacomo alan rickman simon wincer romance action adventure1 9 9 01 06 . 5
alpha and omega,wolf arranged marriage forbidden love hayden panettiere justin long dennis hopper ben gluck family animation2 0 1 095 . 3
the covenant,magic male friendship college steven strait laura ramsey jessica lucas renny harlin action adventure fantasy2 0 0 695 . 2
stick it,gymnastics trainer puberty jeff bridges missy peregrym vanessa lengies jessica bendinger comedy drama2 0 0 646 . 3
shorts,jimmy bennett kat dennings jolie vanier robert rodriguez comedy family2 0 0 985 . 1
to die for,adultery winter obsession nicole kidman matt dillon joaquin phoenix gus van sant fantasy drama comedy1 9 9 556 . 7
nerve,based on novel technology internet emma roberts dave franco emily meade henry joost mystery adventure crime2 0 1 677 . 1
appaloosa,small town rancher viggo mortensen ed harris renée zellweger ed harris drama western crime2 0 0 896 . 3
vampires,based on novel new mexico party james woods daniel baldwin sheryl lee john carpenter action drama fantasy1 9 9 845 . 8
psycho,hotel clerk arizona anthony perkins vera miles john gavin alfred hitchcock drama horror thriller1 9 6 068 . 2
my best friend's girl,date sex bar dane cook kate hudson alec baldwin howard deutch romance comedy2 0 0 895 . 4
endless love,teenage romance alex pettyfer gabriella wilde robert patrick shana feste drama romance2 0 1 426 . 7
georgia rule,grandmother granddaughter relationship promiscuity mother daughter relationship jane fonda lindsay lohan felicity huffman garry marshall comedy drama romance2 0 0 755 . 6
under the rainbow,chevy chase carrie fisher eve arden steve rash comedy1 9 8 174 . 9
ladyhawke,moon monk swordplay matthew broderick rutger hauer michelle pfeiffer richard donner adventure drama fantasy1 9 8 536 . 8
simon birch,illegitimate son jim carrey ashley judd ian michael smith mark steven johnson comedy drama family1 9 9 896 . 5
reign over me,confidence trauma leaving one's family adam sandler don cheadle jada pinkett smith mike binder drama2 0 0 737 . 1
into the wild,male nudity parents kids relationship camping emile hirsch marcia gay harden william hurt sean penn adventure drama2 0 0 797 . 8
school for scoundrels,date competition lovesickness billy bob thornton jon heder jacinda barrett todd phillips comedy drama romance2 0 0 695 . 6
silent hill: revelation 3d,female protagonist another dimension based on video game adelaide clemens kit harington sean bean michael j. bassett thriller horror mystery2 0 1 21 05 . 0
from dusk till dawn,dancing brother brother relationship sexual obsession george clooney quentin tarantino harvey keitel robert rodriguez horror action thriller1 9 9 616 . 9
pooh's heffalump movie,jim cummings john fiedler nikita hopkins frank nissen animation family2 0 0 526 . 4
home for the holidays,baltimore thanksgiving family clan holly hunter robert downey jr. anne bancroft jodie foster comedy drama romance1 9 9 51 16 . 3
kung fu hustle,kung fu magic mafia stephen chow yuen wah yuen qiu stephen chow action comedy crime2 0 0 427 . 2
the country bears,human animal relationship musical clowning haley joel osment diedrich bader candy ford peter hastings adventure comedy family2 0 0 274 . 3
the kite runner,1970s afghanistan hang gliding khalid abdalla atossa leoni shaun toub marc forster drama2 0 0 71 07 . 3
21 grams,life and death transplantation suicide attempt sean penn naomi watts benicio del toro alejandro gonzález iñárritu drama crime thriller2 0 0 397 . 2
paparazzi,independent film cole hauser robin tunney dennis farina paul abascal action drama thriller2 0 0 495 . 8
a guy thing,infidelity bachelor blackmail jason lee julia stiles selma blair chris koch comedy romance2 0 0 315 . 3
loser,college lost and found older brother younger sister jason biggs mena suvari zak orth amy heckerling drama comedy romance2 0 0 075 . 0
capitalism: a love story,usa capitalism capitalist michael moore thora birch william black michael moore documentary2 0 0 997 . 0
the greatest story ever told,jesus christ biography epic max von sydow michael anderson jr. carroll baker george stevens drama history1 9 6 526 . 5
secret in their eyes,fbi missing child chiwetel ejiofor nicole kidman julia roberts billy ray crime drama mystery2 0 1 51 06 . 2
disaster movie,natural disaster violence mortal danger matt lanter vanessa lachey nicole ari parker jason friedberg action comedy2 0 0 883 . 0
armored,robbery homeless person bank columbus short laurence fishburne skeet ulrich nimród antal action crime drama2 0 0 91 25 . 5
the man who knew too little,london england bomb brother brother relationship bill murray peter gallagher joanne whalley jon amiel comedy thriller crime1 9 9 71 16 . 5
what's your number?,based on novel loser magazine chris evans anna faris martin freeman mark mylod comedy romance2 0 1 196 . 2
lockout,usa president anti hero dementia guy pearce maggie grace joseph gilgun stephen st. leger action thriller science fiction2 0 1 245 . 8
envy,jealousy inventor neighbor ben stiller jack black rachel weisz barry levinson comedy2 0 0 444 . 8
crank: high voltage,female nudity prostitute horse race jason statham amy smart dwight yoakam brian taylor action thriller crime2 0 0 945 . 9
bullets over broadway,lover (female) talent mafia boss john cusack dianne wiest jennifer tilly woody allen action comedy thriller1 9 9 41 07 . 0
one night with the king,based on novel persia queen tiffany dupont peter o'toole luke goss michael o. sajbel drama2 0 0 61 06 . 1
the quiet american,terror journalist lover (female) michael caine brendan fraser đỗ thị hải yến phillip noyce drama action thriller2 0 0 21 16 . 4
